Date,Open,High,Low,Close,Volume
2023-06-06,20.1391,21.6189,20.0215,21.2955,49445230.0
2023-06-07,21.7072,22.6382,21.0603,21.2073,65066092.0
2023-06-08,21.3544,22.0187,21.0309,21.8346,43045923.0
2023-06-09,22.5696,23.0204,21.6435,21.9522,50142075.0
2023-06-12,22.7362,24.1866,22.6676,24.1082,53183295.0
2023-06-13,25.2744,25.5586,24.2258,25.049,82626782.0
2023-06-14,24.804,26.1679,24.3434,26.1074,84621993.0
2023-06-15,25.2352,26.0389,24.9119,25.4312,64797195.0
2023-06-16,26.2348,26.2544,24.6276,24.7354,55392639.0
2023-06-20,24.363,25.0392,23.4957,24.1572,43349051.0
2023-06-21,23.7233,24.0374,22.2805,22.359,59099380.0
2023-06-22,21.8683,22.9479,21.8094,22.6731,44637463.0
2023-06-23,21.5444,21.8682,21.1223,21.4855,44293959.0
2023-06-26,21.9075,22.8891,21.6425,21.6818,47524295.0
2023-06-27,21.8781,24.0374,21.6033,23.9197,54471018.0
2023-06-28,22.7516,23.9835,22.6829,23.2817,55584453.0
2023-06-29,23.6645,23.6645,22.7419,23.37,45213730.0
2023-06-30,24.116,24.7049,23.8411,24.3712,47598781.0
2023-07-03,24.7932,25.2742,24.2239,25.019,25289886.0
2023-07-05,24.5282,24.7147,23.3896,23.4093,38291961.0
2023-07-06,22.1824,22.624,21.6327,22.5553,49420406.0
2023-07-07,22.6535,23.5859,22.4081,22.5357,41283977.0
2023-07-10,22.732,23.9884,22.6535,23.8706,39943451.0
2023-07-11,24.2239,24.2828,22.8498,23.8902,44231044.0
2023-07-12,24.9699,25.3723,24.538,25.2153,54237005.0
2023-07-13,26.0201,26.9427,25.7256,26.7759,42645472.0
2023-07-14,26.8348,27.512,25.4214,25.7453,47910203.0
2023-07-17,25.7943,28.0001,25.2938,27.5415,50068608.0
2023-07-18,27.2372,28.0224,26.5894,27.7378,46023915.0
2023-07-19,27.885,27.9144,26.5403,26.7857,49085536.0
2023-07-20,25.3134,25.5735,23.4289,23.8411,67340611.0
2023-07-21,24.5478,25.1171,24.0472,24.4595,43146396.0
2023-07-24,24.4497,24.9698,24.0571,24.4399,29911501.0
2023-07-25,24.8423,26.0985,24.8385,25.6471,39288526.0
2023-07-26,24.7343,25.2545,23.7626,24.5969,54225476.0
2023-07-27,26.5011,27.5316,25.5195,25.971,83083284.0
2023-07-28,27.4728,27.9144,26.6483,27.6298,60636025.0
2023-07-31,27.9341,28.2187,27.435,27.885,37007398.0
2023-08-01,27.2961,28.1893,26.929,28.0028,37641839.0
2023-08-02,26.9918,26.9918,24.3319,24.8128,81886537.0
2023-08-03,23.8411,25.1269,23.6252,24.6852,51527606.0
2023-08-04,24.3594,25.4705,23.635,24.4202,59250857.0
2023-08-07,24.9895,25.3036,24.5232,25.1858,40030845.0
