Date,Open,High,Low,Close,Volume
2023-06-07,41.043,41.895,39.923,39.977,11932392.0
2023-06-08,39.977,40.954,39.634,40.937,5991087.0
2023-06-09,42.45,42.59,41.476,42.002,12372827.0
2023-06-12,41.883,42.47,41.6567,42.397,5967712.0
2023-06-13,43.001,43.727,42.84,43.573,7820535.0
2023-06-14,43.499,44.733,43.35,44.086,8413089.0
2023-06-15,44.41,44.865,43.95,44.527,7099915.0
2023-06-16,44.615,44.751,43.09,43.196,8753740.0
2023-06-20,43.018,44.0,43.0,43.47,4762313.0
2023-06-21,43.265,43.455,42.254,42.445,5146441.0
2023-06-22,42.293,42.471,41.868,42.248,4872246.0
2023-06-23,41.859,42.582,41.773,42.402,8298600.0
2023-06-26,42.2435,43.096,41.49,41.594,4640022.0
2023-06-27,41.739,42.0879,41.15,41.708,4818066.0
2023-06-28,42.31,43.7292,42.289,42.984,8811342.0
2023-06-29,43.433,43.785,42.615,42.824,4932310.0
2023-06-30,43.11,44.412,43.11,44.049,7346394.0
2023-07-03,43.976,44.1545,43.162,44.144,3733207.0
2023-07-05,44.491,45.097,43.9624,44.59,6875414.0
2023-07-06,44.0,44.28,43.072,43.884,4944892.0
2023-07-07,43.86,44.2325,43.5835,43.81,4165144.0
2023-07-10,43.852,44.441,43.682,44.171,4251737.0
2023-07-11,43.865,44.08,43.1042,44.021,4574559.0
2023-07-12,44.455,44.5409,43.7749,44.405,5731657.0
2023-07-13,44.7,45.167,44.1177,45.038,6157475.0
2023-07-14,45.2785,45.648,43.97,44.191,7195860.0
2023-07-17,44.557,45.668,44.5105,45.005,6901141.0
2023-07-18,45.1,47.815,44.878,47.48,13196877.0
2023-07-19,47.686,48.5,47.0,47.759,20996481.0
2023-07-20,44.7,44.85,43.2,43.742,23989711.0
2023-07-21,43.737,43.824,42.319,42.75,17340028.0
2023-07-24,42.5,42.864,41.919,42.837,8282434.0
2023-07-25,42.718,43.088,42.613,42.77,4859843.0
2023-07-26,42.42,42.526,41.559,42.267,6009242.0
2023-07-27,42.69,42.752,41.188,41.317,6594466.0
2023-07-28,41.556,42.747,41.376,42.578,6428073.0
2023-07-31,42.651,43.913,42.63,43.897,6587619.0
2023-08-01,43.737,44.525,43.14,43.862,5725544.0
2023-08-02,43.523,43.556,42.656,42.97,4921781.0
2023-08-03,42.78,44.193,42.719,43.1,6259309.0
2023-08-04,43.306,43.65,42.627,43.16,5441811.0
2023-08-07,43.6455,44.111,42.8906,44.076,4781303.0
2023-08-08,44.036,44.357,43.51,43.83,3767195.0
2023-08-09,43.974,44.062,42.759,42.89,3846639.0
2023-08-10,43.112,43.812,42.869,42.998,5467607.0
2023-08-11,42.898,43.0632,42.1328,42.166,3927914.0
2023-08-14,42.199,42.8845,41.878,42.778,3965963.0
2023-08-15,42.441,42.912,42.104,42.37,3367998.0
2023-08-16,42.373,42.451,41.525,41.545,3967021.0
2023-08-17,41.5,41.524,40.1582,40.3,6031469.0
2023-08-18,39.933,40.652,39.815,40.453,4312196.0
2023-08-21,40.223,40.961,39.95,40.829,3861579.0
2023-08-22,40.9,41.574,40.74,41.317,3603273.0
2023-08-23,41.84,43.702,41.771,42.755,8174732.0
2023-08-24,42.541,42.759,40.6165,40.693,5687799.0
2023-08-25,41.2,41.925,40.7564,41.603,5390933.0
2023-08-28,41.804,41.983,41.327,41.806,2928613.0
2023-08-29,41.6,43.217,41.45,42.999,4486703.0
2023-08-30,43.085,43.816,42.835,43.467,3625380.0
2023-08-31,43.123,43.715,43.123,43.368,3802954.0
2023-09-01,43.7725,44.55,43.593,43.988,4793379.0
2023-09-05,43.839,45.345,43.8,44.868,6155865.0
2023-09-06,44.861,45.139,44.049,44.576,3862274.0
2023-09-07,44.115,44.46,43.67,44.314,2922676.0
2023-09-08,44.356,44.681,43.885,44.28,2704353.0
2023-09-11,44.307,44.989,44.275,44.536,2913767.0
2023-09-12,44.285,44.544,43.412,43.469,3124024.0
2023-09-13,43.55,43.84,41.069,41.224,11843027.0
2023-09-14,41.04,41.139,40.0,40.049,10709043.0
2023-09-15,40.1,40.47,39.503,39.694,9116745.0
2023-09-18,39.55,39.9465,39.26,39.44,4704706.0
2023-09-19,39.284,39.823,39.0245,39.62,4080054.0
2023-09-20,39.705,39.7985,38.612,38.63,3866619.0
2023-09-21,38.65,39.59,38.342,38.415,5556388.0
2023-09-22,38.5,38.688,37.836,37.981,3699796.0
2023-09-25,38.29,38.662,38.081,38.48,3757278.0
2023-09-26,38.288,38.456,37.7355,37.925,4089392.0
2023-09-27,38.24,38.4223,37.625,37.759,3843521.0
2023-09-28,37.56,37.896,37.11,37.636,4369906.0
2023-09-29,38.0,38.258,37.535,37.76,4205298.0
2023-10-02,37.748,38.4808,37.68,38.033,3102101.0
2023-10-03,37.711,39.49,37.2849,37.675,8878134.0
2023-10-04,37.65,38.022,37.358,37.69,4303658.0
2023-10-05,37.801,37.86,36.724,37.259,5034773.0
2023-10-06,36.843,38.252,36.777,38.151,4778118.0
2023-10-09,37.805,38.717,37.7755,38.595,3299802.0
2023-10-10,38.558,38.87,37.225,37.332,7288939.0
2023-10-11,37.2775,37.781,36.534,36.593,9151395.0
