Date,Open,High,Low,Close,Volume
2023-06-06,15.3,15.58,14.92,15.46,74284337.0
2023-06-07,16.01,17.16,14.52,14.69,227244050.0
2023-06-08,14.44,15.59,14.39,15.19,115591618.0
2023-06-09,15.36,15.98,14.82,15.02,94126339.0
2023-06-12,15.44,16.03,15.33,15.65,90250316.0
2023-06-13,16.18,16.27,15.1625,16.0,112765935.0
2023-06-14,15.93,16.19,15.44,15.91,70871917.0
2023-06-15,15.66,16.79,15.49,16.6,91200891.0
2023-06-16,16.87,16.91,16.01,16.3,90696215.0
2023-06-20,15.99,16.89,15.58,15.79,81335009.0
2023-06-21,15.66,15.755,14.37,14.64,97885028.0
2023-06-22,14.3,14.44,13.86,14.05,103460998.0
2023-06-23,13.64,14.14,13.56,14.03,74851018.0
2023-06-26,13.87,14.42,13.83,13.94,50679919.0
2023-06-27,14.22,14.76,13.96,14.61,55410531.0
2023-06-28,14.53,15.43,14.465,15.28,66001041.0
2023-06-29,15.4,15.57,15.06,15.2,46300897.0
2023-06-30,15.48,15.8,15.23,15.33,42195264.0
2023-07-03,15.49,15.59,15.19,15.52,26037426.0
2023-07-05,15.425,15.77,15.23,15.7,39179854.0
2023-07-06,15.32,15.3827,14.62,15.13,57158281.0
2023-07-07,15.23,15.9,15.19,15.34,48273342.0
2023-07-10,15.37,16.33,14.945,16.3,62823618.0
2023-07-11,16.47,16.93,16.15,16.49,63236574.0
2023-07-12,16.78,16.94,16.41,16.59,50079436.0
2023-07-13,16.7,17.26,16.631,16.74,58397771.0
2023-07-14,16.76,17.0,16.27,16.4,45115040.0
2023-07-17,16.42,17.59,16.32,17.4,63504956.0
2023-07-18,17.88,18.13,17.19,18.08,87365660.0
2023-07-19,18.02,18.995,17.76,18.05,89044567.0
2023-07-20,17.54,18.0,16.98,17.13,62711592.0
2023-07-21,17.47,17.49,16.0,16.43,63375867.0
2023-07-24,16.61,16.69,16.12,16.32,36133647.0
2023-07-25,16.35,16.86,16.35,16.55,36612927.0
2023-07-26,16.4,16.69,16.13,16.43,35804775.0
2023-07-27,16.8,17.19,16.0,16.15,50685242.0
2023-07-28,17.21,17.97,16.74,17.81,106125623.0
2023-07-31,18.82,19.995,18.38,19.84,142173835.0
2023-08-01,19.46,20.2399,19.23,19.99,100126141.0
2023-08-02,19.26,19.62,18.15,18.97,98215768.0
2023-08-03,18.63,19.3,18.61,18.71,55168608.0
2023-08-04,18.874,19.08,18.08,18.2,72386045.0
2023-08-07,18.25,18.39,17.01,17.99,133808372.0
2023-08-08,17.49,17.49,16.1,17.04,143014237.0
2023-08-09,16.76,16.92,15.1,15.25,126230391.0
2023-08-10,15.44,15.87,15.25,15.41,73129139.0
2023-08-11,15.05,15.58,14.91,15.41,56616788.0
2023-08-14,15.2,15.74,14.95,15.72,47511417.0
2023-08-15,15.61,15.87,15.29,15.37,44000374.0
2023-08-16,15.21,15.725,15.12,15.45,40394555.0
2023-08-17,15.39,15.4373,14.035,14.15,91086683.0
2023-08-18,13.88,14.6,13.68,14.4,70215160.0
2023-08-21,14.42,14.78,14.34,14.5,43206161.0
2023-08-22,14.76,15.13,14.63,14.67,52106867.0
2023-08-23,14.5,15.47,14.42,15.3,53523342.0
2023-08-24,15.7,15.71,13.875,14.14,93586208.0
2023-08-25,14.14,14.6499,14.01,14.53,55668905.0
2023-08-28,14.69,14.88,14.5,14.64,35964677.0
2023-08-29,14.6,15.63,14.5,15.4,47213155.0
2023-08-30,15.46,16.35,15.33,16.33,65674056.0
2023-08-31,15.6,15.85,14.65,14.98,101517203.0
2023-09-01,15.16,15.365,14.83,15.18,45258903.0
2023-09-05,15.08,15.42,14.9,15.21,33818426.0
2023-09-06,15.17,15.62,15.08,15.3,38738076.0
2023-09-07,14.88,15.24,14.29,15.21,51798780.0
2023-09-08,15.12,15.61,15.085,15.13,34047562.0
2023-09-11,15.41,16.1,15.36,15.79,55294677.0
2023-09-12,15.46,16.15,15.43,15.59,39497916.0
2023-09-13,15.63,15.8496,15.42,15.6,34354449.0
2023-09-14,15.69,16.04,15.47,15.83,38572508.0
2023-09-15,15.77,15.9,15.17,15.33,56271175.0
2023-09-18,15.18,15.63,15.07,15.46,37404081.0
2023-09-19,15.34,15.519,14.95,15.15,37804835.0
2023-09-20,15.25,15.425,14.7325,14.74,37640487.0
2023-09-21,14.34,14.599,13.68,14.0,73071796.0
2023-09-22,14.23,14.415,14.03,14.13,47714543.0
2023-09-25,14.0,14.24,13.82,14.22,39693894.0
2023-09-26,13.95,14.17,13.88,13.96,37276213.0
2023-09-27,14.2,14.96,14.16,14.85,62780567.0
2023-09-28,15.14,15.96,14.825,15.77,66590819.0
2023-09-29,16.11,16.81,15.96,16.0,78055083.0
2023-10-02,16.03,16.44,15.77,15.88,41043913.0
2023-10-03,15.61,15.77,14.82,14.9,51578129.0
2023-10-04,15.46,15.85,15.16,15.73,52786237.0
2023-10-05,15.59,15.9,15.41,15.81,49648072.0
2023-10-06,15.56,16.695,15.51,16.61,65946320.0
2023-10-09,16.27,17.83,16.22,17.61,106161182.0
2023-10-10,18.06,18.4,17.62,17.8,99971501.0
2023-10-11,17.87,18.44,17.73,17.92,55745629.0
2023-10-12,17.92,18.24,17.5508,17.94,57940929.0
2023-10-13,18.06,18.16,17.27,17.36,54881953.0
2023-10-16,17.21,17.46,16.67,17.36,44987257.0
2023-10-17,17.0,18.03,16.91,17.84,54401289.0
2023-10-18,17.81,18.22,17.19,17.2,44208265.0
2023-10-19,17.44,17.5799,16.97,17.06,46303217.0
2023-10-20,16.85,16.94,15.81,16.11,63875487.0
2023-10-23,15.9,16.34,15.21,16.2,55967151.0
2023-10-24,16.38,16.93,16.3,16.64,39833762.0
2023-10-25,16.57,16.63,15.58,15.59,46706480.0
2023-10-26,15.6,15.91,15.05,15.29,49351804.0
2023-10-27,15.48,15.6,14.96,15.07,39913561.0
2023-10-30,15.27,15.29,14.56,14.69,46886417.0
2023-10-31,14.58,15.01,14.55,14.8,40195406.0
2023-11-01,14.8,14.96,14.48,14.92,54419071.0
2023-11-02,17.48,18.3,17.2101,17.97,170406782.0
2023-11-03,18.02,19.0789,17.76,18.89,109302021.0
2023-11-06,18.99,19.08,17.93,18.54,79952555.0
2023-11-07,18.86,19.17,18.53,18.8,56289102.0
2023-11-08,18.85,18.93,18.15,18.49,46063132.0
2023-11-09,18.66,18.87,18.16,18.27,48454200.0
2023-11-10,18.155,19.72,18.06,19.67,92955800.0
2023-11-13,19.59,19.88,19.3,19.71,74877458.0
2023-11-14,20.0,20.1,19.5,19.94,83230466.0
2023-11-15,19.9,20.37,19.611,19.95,75533454.0
2023-11-16,19.8,19.875,19.29,19.77,49942759.0
2023-11-17,19.68,20.58,19.6587,20.49,69668728.0
2023-11-20,20.65,21.6,20.56,21.34,90575566.0
2023-11-21,21.11,21.85,19.72,19.8,106643319.0
2023-11-22,20.26,20.44,19.33,19.69,68452455.0
2023-11-24,19.38,19.6,18.93,19.2,39800361.0
2023-11-27,19.13,19.5,18.62,19.08,58808177.0
2023-11-28,19.11,19.8,19.03,19.71,54170695.0
2023-11-29,19.945,20.31,19.78,19.84,62782105.0
2023-11-30,19.94,20.23,19.68,20.05,55500991.0
2023-12-01,19.93,20.29,19.55,20.27,61493670.0
2023-12-04,19.75,19.9,18.27,18.4,104948518.0
2023-12-05,18.25,18.55,17.96,18.3,54460845.0
2023-12-06,17.69,17.83,17.05,17.13,96110978.0
2023-12-07,17.22,17.48,17.08,17.22,56454997.0
2023-12-08,17.18,17.92,17.09,17.77,57542134.0
2023-12-11,17.97,18.28,17.7,17.77,50929623.0
2023-12-12,17.69,17.88,17.2301,17.5,46231909.0
2023-12-13,17.65,17.9,17.22,17.87,52682624.0
2023-12-14,18.17,18.58,17.72,18.21,67462755.0
2023-12-15,18.67,19.15,18.04,18.2,93307116.0
2023-12-18,18.21,18.575,17.77,17.84,60188148.0
2023-12-19,17.98,18.19,17.84,17.95,43530312.0
2023-12-20,17.87,17.92,17.19,17.25,58666901.0
2023-12-21,17.53,17.74,17.42,17.59,30493554.0
2023-12-22,17.7,17.7,17.325,17.41,33693787.0
2023-12-26,17.44,17.745,17.3299,17.68,31750737.0
2023-12-27,17.78,17.91,17.45,17.47,32918437.0
2023-12-28,17.46,17.84,17.42,17.56,38989961.0
2023-12-29,17.52,17.64,17.1,17.17,38943466.0
2024-01-02,16.95,16.95,16.5,16.58,41626684.0
2024-01-03,16.12,16.38,16.01,16.09,46865204.0
2024-01-04,16.05,16.58,15.95,16.25,39937698.0
2024-01-05,15.7,16.1279,15.664,15.98,57700013.0
2024-01-08,16.22,16.89,16.14,16.67,49089953.0
2024-01-09,16.51,16.63,16.28,16.39,35794473.0
2024-01-10,16.5,17.0299,16.4,16.79,41254398.0
2024-01-11,16.81,16.93,16.17,16.68,39552365.0
2024-01-12,16.68,17.06,16.62,16.76,33952550.0
2024-01-16,16.59,16.74,16.29,16.53,32659260.0
2024-01-17,16.26,16.41,16.05,16.39,30832775.0
2024-01-18,16.75,16.81,16.1,16.4,35239739.0
2024-01-19,16.57,16.78,16.15,16.78,40690625.0
2024-01-22,17.46,18.3503,17.43,17.6,85573913.0
2024-01-23,17.64,17.73,17.2,17.33,37794300.0
2024-01-24,17.51,17.65,16.735,16.75,42710696.0
2024-01-25,16.92,17.0,16.31,16.46,44589040.0
2024-01-26,16.4,16.75,16.34,16.35,28612154.0
2024-01-29,16.45,17.11,16.43,17.09,35987779.0
2024-01-30,17.04,17.24,16.66,16.74,36388182.0
2024-01-31,16.41,16.76,16.07,16.09,43582546.0
2024-02-01,16.21,16.4868,16.03,16.33,40454381.0
2024-02-02,16.34,17.02,16.145,17.02,57672675.0
2024-02-05,17.56,17.87,16.48,16.72,167698349.0
2024-02-06,20.3,22.18,19.76,21.87,421271485.0
2024-02-07,21.6,23.87,21.38,23.6,254911069.0
2024-02-08,23.96,25.06,23.32,24.51,212671149.0
2024-02-09,25.04,25.11,23.57,24.38,149061975.0
2024-02-12,23.91,25.525,23.82,25.05,108173046.0
2024-02-13,23.53,24.66,23.31,24.01,102293322.0
2024-02-14,24.15,25.5,23.755,25.19,97227926.0
2024-02-15,25.04,25.46,24.71,25.41,70544321.0
2024-02-16,24.96,25.495,24.39,24.44,65498227.0
2024-02-20,23.84,24.0,22.715,23.4,93374349.0
2024-02-21,22.3,22.9299,22.29,22.74,60411461.0
2024-02-22,23.77,23.95,23.05,23.59,64458247.0
2024-02-23,23.53,24.07,22.82,22.97,48840765.0
2024-02-26,23.03,23.88,22.94,23.56,46499481.0
2024-02-27,23.76,24.62,23.72,24.53,64967421.0
2024-02-28,24.52,24.84,24.245,24.42,47313982.0
